"","Date","ID","Parameter","Value","Unit"
"1488",2002-02-11,"CEDEN-314SYN","Ammonia",0.34,"mg/l"
"1489",2002-02-11,"CEDEN-314SYN","Ammonia",0.007294,"mg/l"
"1490",2002-03-17,"CEDEN-314SYN","Ammonia",0.001589,"mg/l"
"1491",2002-03-17,"CEDEN-314SYN","Total dissolved solids",1120,"mg/l"
"1492",2002-03-17,"CEDEN-314SYN","Total dissolved solids",890,"mg/l"
"1493",2002-03-17,"CEDEN-314SYN","Total dissolved solids",230,"mg/l"
"1494",2002-03-17,"CEDEN-314SYN","Ammonia",0.2,"mg/l"
"1495",2002-03-17,"CEDEN-314SYN","Nitrate",9.23,"mg/l"
"1496",2002-03-17,"CEDEN-314SYN","Ammonia",0.019,"mg/l"
"1497",2002-03-17,"CEDEN-314SYN","Ammonia",0.18,"mg/l"
"1498",2002-03-17,"CEDEN-314SYN","Ammonia",0.019,"mg/l"
"1499",2002-03-17,"CEDEN-314SYN","Ammonia",0.18,"mg/l"
"1500",2002-04-11,"CEDEN-314SYN","Ammonia",0.07,"mg/l"
"1501",2002-04-11,"CEDEN-314SYN","Total dissolved solids",1140,"mg/l"
"1502",2002-04-11,"CEDEN-314SYN","Total dissolved solids",190,"mg/l"
"1503",2002-04-11,"CEDEN-314SYN","Total dissolved solids",950,"mg/l"
"1504",2002-04-11,"CEDEN-314SYN","Nitrate",15.6,"mg/l"
"1505",2002-04-11,"CEDEN-314SYN","Ammonia",0.001063,"mg/l"
"1506",2002-05-09,"CEDEN-314SYN","Ammonia",0.07,"mg/l"
"1507",2002-05-09,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1508",2002-05-09,"CEDEN-314SYN","Nitrate",13.7,"mg/l"
"1509",2002-05-09,"CEDEN-314SYN","Total dissolved solids",1120,"mg/l"
"1510",2002-05-09,"CEDEN-314SYN","Total dissolved solids",960,"mg/l"
"1511",2002-05-09,"CEDEN-314SYN","Ammonia",0.00086,"mg/l"
"1512",2002-07-02,"CEDEN-314SYN","Ammonia",0.000411,"mg/l"
"1513",2002-07-02,"CEDEN-314SYN","Total dissolved solids",3980,"mg/l"
"1514",2002-07-02,"CEDEN-314SYN","Total dissolved solids",100,"mg/l"
"1515",2002-07-02,"CEDEN-314SYN","Total dissolved solids",4080,"mg/l"
"1516",2002-07-02,"CEDEN-314SYN","Ammonia",0.06,"mg/l"
"1517",2002-07-02,"CEDEN-314SYN","Nitrate",4.2,"mg/l"
"1518",2002-07-30,"CEDEN-314SYN","Ammonia",0.001189,"mg/l"
"1519",2002-07-30,"CEDEN-314SYN","Ammonia",0.05,"mg/l"
"1520",2002-07-30,"CEDEN-314SYN","Total dissolved solids",1034,"mg/l"
"1521",2002-07-30,"CEDEN-314SYN","Nitrate",3.1,"mg/l"
"1522",2002-07-30,"CEDEN-314SYN","Total dissolved solids",106,"mg/l"
"1523",2002-07-30,"CEDEN-314SYN","Total dissolved solids",1140,"mg/l"
"1524",2002-08-26,"CEDEN-314SYN","Total dissolved solids",1180,"mg/l"
"1525",2002-08-26,"CEDEN-314SYN","Total dissolved solids",1024,"mg/l"
"1526",2002-08-26,"CEDEN-314SYN","Total dissolved solids",156,"mg/l"
"1527",2002-08-26,"CEDEN-314SYN","Ammonia",0.04,"mg/l"
"1528",2002-08-26,"CEDEN-314SYN","Nitrate",7.2,"mg/l"
"1529",2002-08-26,"CEDEN-314SYN","Ammonia",0.000909,"mg/l"
"1530",2002-09-23,"CEDEN-314SYN","Total dissolved solids",165,"mg/l"
"1531",2002-09-23,"CEDEN-314SYN","Nitrate",5.4,"mg/l"
"1532",2002-09-23,"CEDEN-314SYN","Total dissolved solids",1230,"mg/l"
"1533",2002-09-23,"CEDEN-314SYN","Total dissolved solids",1065,"mg/l"
"1534",2002-09-23,"CEDEN-314SYN","Ammonia",0.03,"mg/l"
"1535",2002-09-23,"CEDEN-314SYN","Ammonia",0.000305,"mg/l"
"1536",2002-10-21,"CEDEN-314SYN","Total dissolved solids",940,"mg/l"
"1537",2002-10-21,"CEDEN-314SYN","Ammonia",0.03,"mg/l"
"1538",2002-10-21,"CEDEN-314SYN","Nitrate",6.35,"mg/l"
"1539",2002-10-21,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1540",2002-10-21,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1541",2002-10-21,"CEDEN-314SYN","Ammonia",0.000195,"mg/l"
"1542",2002-11-20,"CEDEN-314SYN","Ammonia",0.000135,"mg/l"
"1543",2002-11-20,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1544",2002-11-20,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1545",2002-11-20,"CEDEN-314SYN","Total dissolved solids",1160,"mg/l"
"1546",2002-11-20,"CEDEN-314SYN","Ammonia",0.02,"mg/l"
"1547",2002-11-20,"CEDEN-314SYN","Nitrate",8.25,"mg/l"
"1548",2002-12-18,"CEDEN-314SYN","Total dissolved solids",873,"mg/l"
"1549",2002-12-18,"CEDEN-314SYN","Total dissolved solids",723,"mg/l"
"1550",2002-12-18,"CEDEN-314SYN","Ammonia",0.2,"mg/l"
"1551",2002-12-18,"CEDEN-314SYN","Nitrate",5.74,"mg/l"
"1552",2002-12-18,"CEDEN-314SYN","Total dissolved solids",150,"mg/l"
"1553",2002-12-18,"CEDEN-314SYN","Ammonia",0.001124,"mg/l"
"1554",2003-02-18,"CEDEN-314SYN","Ammonia",0.05,"mg/l"
"1555",2003-02-18,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"1556",2003-02-18,"CEDEN-314SYN","Total dissolved solids",840,"mg/l"
"1557",2003-02-18,"CEDEN-314SYN","Total dissolved solids",1040,"mg/l"
"1558",2003-02-18,"CEDEN-314SYN","Nitrate",2.65,"mg/l"
"1559",2003-02-18,"CEDEN-314SYN","Ammonia",0.00178,"mg/l"
"1560",2003-03-18,"CEDEN-314SYN","Total dissolved solids",727,"mg/l"
"1561",2003-03-18,"CEDEN-314SYN","Total dissolved solids",150,"mg/l"
"1562",2003-03-18,"CEDEN-314SYN","Nitrate",0.64,"mg/l"
"1563",2003-03-18,"CEDEN-314SYN","Ammonia",0.02,"mg/l"
"1564",2003-03-18,"CEDEN-314SYN","Total dissolved solids",577,"mg/l"
"1565",2003-03-18,"CEDEN-314SYN","Ammonia",0.000837,"mg/l"
"1566",2004-03-04,"CEDEN-314SYN","Total dissolved solids",795,"mg/l"
"1567",2004-03-04,"CEDEN-314SYN","Ammonia",5.5,"mg/l"
"1568",2004-03-04,"CEDEN-314SYN","Nitrate",17.6,"mg/l"
"1569",2004-03-04,"CEDEN-314SYN","Total dissolved solids",955,"mg/l"
"1570",2004-03-04,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1571",2004-03-04,"CEDEN-314SYN","Ammonia",0.020386,"mg/l"
"1572",2004-03-31,"CEDEN-314SYN","Ammonia",0.00236,"mg/l"
"1573",2004-03-31,"CEDEN-314SYN","Total dissolved solids",920,"mg/l"
"1574",2004-03-31,"CEDEN-314SYN","Nitrate",19.6,"mg/l"
"1575",2004-03-31,"CEDEN-314SYN","Ammonia",0.9,"mg/l"
"1576",2004-03-31,"CEDEN-314SYN","Total dissolved solids",1050,"mg/l"
"1577",2004-03-31,"CEDEN-314SYN","Total dissolved solids",130,"mg/l"
"1578",2004-03-31,"CEDEN-314SYN","Ammonia",0.1,"mg/l"
"1579",2004-03-31,"CEDEN-314SYN","Ammonia",0.00515,"mg/l"
"1580",2004-03-31,"CEDEN-314SYN","Ammonia",0.0647,"mg/l"
"1581",2004-03-31,"CEDEN-314SYN","Ammonia",1.4,"mg/l"
"1582",2004-05-20,"CEDEN-314SYN","Total dissolved solids",170,"mg/l"
"1583",2004-05-20,"CEDEN-314SYN","Total dissolved solids",950,"mg/l"
"1584",2004-05-20,"CEDEN-314SYN","Ammonia",2.5,"mg/l"
"1585",2004-05-20,"CEDEN-314SYN","Nitrate",16.5,"mg/l"
"1586",2004-05-20,"CEDEN-314SYN","Total dissolved solids",1120,"mg/l"
"1587",2004-05-20,"CEDEN-314SYN","Ammonia",0.008507,"mg/l"
"1588",2004-06-23,"CEDEN-314SYN","Nitrate",18.9,"mg/l"
"1589",2004-06-23,"CEDEN-314SYN","Total dissolved solids",890,"mg/l"
"1590",2004-06-23,"CEDEN-314SYN","Ammonia",2.7,"mg/l"
"1591",2004-06-23,"CEDEN-314SYN","Total dissolved solids",1040,"mg/l"
"1592",2004-06-23,"CEDEN-314SYN","Total dissolved solids",150,"mg/l"
"1593",2004-06-23,"CEDEN-314SYN","Ammonia",0.008972,"mg/l"
"1594",2004-08-05,"CEDEN-314SYN","Ammonia",0.00027,"mg/l"
"1595",2004-08-05,"CEDEN-314SYN","Total dissolved solids",180,"mg/l"
"1596",2004-08-05,"CEDEN-314SYN","Total dissolved solids",1020,"mg/l"
"1597",2004-08-05,"CEDEN-314SYN","Ammonia",0.03,"mg/l"
"1598",2004-08-05,"CEDEN-314SYN","Nitrate",0.17,"mg/l"
"1599",2004-08-05,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1600",2004-08-30,"CEDEN-314SYN","Ammonia",0.03,"mg/l"
"1601",2004-08-30,"CEDEN-314SYN","Total dissolved solids",1240,"mg/l"
"1602",2004-08-30,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1603",2004-08-30,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1604",2004-08-30,"CEDEN-314SYN","Ammonia",0.000159,"mg/l"
"1605",2004-10-04,"CEDEN-314SYN","Ammonia",0.00023,"mg/l"
"1606",2004-10-04,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1607",2004-10-04,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1608",2004-10-04,"CEDEN-314SYN","Nitrate",5.19,"mg/l"
"1609",2004-10-04,"CEDEN-314SYN","Ammonia",0.05,"mg/l"
"1610",2004-10-04,"CEDEN-314SYN","Total dissolved solids",1060,"mg/l"
"1611",2005-01-04,"CEDEN-314SYN","Ammonia",0.001116,"mg/l"
"1612",2005-01-04,"CEDEN-314SYN","Total dissolved solids",110,"mg/l"
"1613",2005-01-04,"CEDEN-314SYN","Total dissolved solids",392,"mg/l"
"1614",2005-01-04,"CEDEN-314SYN","Nitrate",0.9,"mg/l"
"1615",2005-01-04,"CEDEN-314SYN","Ammonia",0.05,"mg/l"
"1616",2005-01-04,"CEDEN-314SYN","Total dissolved solids",282,"mg/l"
"1617",2005-02-03,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1618",2005-02-03,"CEDEN-314SYN","Nitrate",1.1,"mg/l"
"1619",2005-02-03,"CEDEN-314SYN","Total dissolved solids",773,"mg/l"
"1620",2005-02-03,"CEDEN-314SYN","Ammonia",0.09,"mg/l"
"1621",2005-02-03,"CEDEN-314SYN","Total dissolved solids",613,"mg/l"
"1622",2005-02-03,"CEDEN-314SYN","Ammonia",0.001723,"mg/l"
"1623",2005-03-02,"CEDEN-314SYN","Ammonia",0.001706,"mg/l"
"1624",2005-03-02,"CEDEN-314SYN","Total dissolved solids",430,"mg/l"
"1625",2005-03-02,"CEDEN-314SYN","Total dissolved solids",560,"mg/l"
"1626",2005-03-02,"CEDEN-314SYN","Nitrate",0.61,"mg/l"
"1627",2005-03-02,"CEDEN-314SYN","Total dissolved solids",130,"mg/l"
"1628",2005-03-02,"CEDEN-314SYN","Ammonia",0.065,"mg/l"
"1629",2005-03-29,"CEDEN-314SYN","Ammonia",0.15,"mg/l"
"1630",2005-03-29,"CEDEN-314SYN","Nitrate",0.48,"mg/l"
"1631",2005-03-29,"CEDEN-314SYN","Total dissolved solids",620,"mg/l"
"1632",2005-03-29,"CEDEN-314SYN","Total dissolved solids",110,"mg/l"
"1633",2005-03-29,"CEDEN-314SYN","Total dissolved solids",510,"mg/l"
"1634",2005-03-29,"CEDEN-314SYN","Ammonia",0.005908,"mg/l"
"1635",2005-04-27,"CEDEN-314SYN","Total dissolved solids",760,"mg/l"
"1636",2005-04-27,"CEDEN-314SYN","Ammonia",0.29,"mg/l"
"1637",2005-04-27,"CEDEN-314SYN","Total dissolved solids",530,"mg/l"
"1638",2005-04-27,"CEDEN-314SYN","Nitrate",0.46,"mg/l"
"1639",2005-04-27,"CEDEN-314SYN","Total dissolved solids",230,"mg/l"
"1640",2005-04-27,"CEDEN-314SYN","Ammonia",0.013229,"mg/l"
"1641",2005-05-25,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"1642",2005-05-25,"CEDEN-314SYN","Total dissolved solids",680,"mg/l"
"1643",2005-05-25,"CEDEN-314SYN","Nitrate",1.6,"mg/l"
"1644",2005-05-25,"CEDEN-314SYN","Ammonia",0.4,"mg/l"
"1645",2005-05-25,"CEDEN-314SYN","Ammonia",0.018477,"mg/l"
"1646",2005-06-22,"CEDEN-314SYN","Ammonia",0.006366,"mg/l"
"1647",2005-06-22,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"1648",2005-06-22,"CEDEN-314SYN","Total dissolved solids",800,"mg/l"
"1649",2005-06-22,"CEDEN-314SYN","Nitrate",4.6,"mg/l"
"1650",2005-06-22,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1651",2005-06-22,"CEDEN-314SYN","Ammonia",0.1,"mg/l"
"1652",2005-07-27,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1653",2005-07-27,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1654",2005-07-27,"CEDEN-314SYN","Ammonia",0.13,"mg/l"
"1655",2005-07-27,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1656",2005-07-27,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1657",2005-07-27,"CEDEN-314SYN","Ammonia",0.014839,"mg/l"
"1658",2005-08-24,"CEDEN-314SYN","Ammonia",0.009955,"mg/l"
"1659",2005-08-24,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1660",2005-08-24,"CEDEN-314SYN","Total dissolved solids",230,"mg/l"
"1661",2005-08-24,"CEDEN-314SYN","Nitrate",11,"mg/l"
"1662",2005-08-24,"CEDEN-314SYN","Total dissolved solids",930,"mg/l"
"1663",2005-08-24,"CEDEN-314SYN","Ammonia",0.19,"mg/l"
"1664",2005-09-22,"CEDEN-314SYN","Ammonia",0.002755,"mg/l"
"1665",2005-09-22,"CEDEN-314SYN","Ammonia",0.14,"mg/l"
"1666",2005-09-22,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1667",2005-09-22,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"1668",2005-09-22,"CEDEN-314SYN","Nitrate",11,"mg/l"
"1669",2005-09-22,"CEDEN-314SYN","Total dissolved solids",920,"mg/l"
"1670",2005-10-19,"CEDEN-314SYN","Ammonia",8e-04,"mg/l"
"1671",2005-10-19,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1672",2005-10-19,"CEDEN-314SYN","Total dissolved solids",790,"mg/l"
"1673",2005-10-19,"CEDEN-314SYN","Total dissolved solids",640,"mg/l"
"1674",2005-10-19,"CEDEN-314SYN","Ammonia",0.12,"mg/l"
"1675",2005-10-19,"CEDEN-314SYN","Nitrate",3.5,"mg/l"
"1676",2005-11-16,"CEDEN-314SYN","Nitrate",13,"mg/l"
"1677",2005-11-16,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"1678",2005-11-16,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1679",2005-11-16,"CEDEN-314SYN","Ammonia",0.23,"mg/l"
"1680",2005-11-16,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1681",2005-11-16,"CEDEN-314SYN","Ammonia",0.00175,"mg/l"
"1682",2005-12-14,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1683",2005-12-14,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1684",2005-12-14,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1685",2005-12-14,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1686",2005-12-14,"CEDEN-314SYN","Ammonia",0.19,"mg/l"
"1687",2005-12-14,"CEDEN-314SYN","Ammonia",0.001474,"mg/l"
"1688",2006-01-18,"CEDEN-314SYN","Ammonia",0.67,"mg/l"
"1689",2006-01-18,"CEDEN-314SYN","Total dissolved solids",810,"mg/l"
"1690",2006-01-18,"CEDEN-314SYN","Total dissolved solids",180,"mg/l"
"1691",2006-01-18,"CEDEN-314SYN","Nitrate",3,"mg/l"
"1692",2006-01-18,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1693",2006-01-18,"CEDEN-314SYN","Ammonia",0.013036,"mg/l"
"1694",2006-02-16,"CEDEN-314SYN","Ammonia",0.013793,"mg/l"
"1695",2006-02-16,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1696",2006-02-16,"CEDEN-314SYN","Total dissolved solids",410,"mg/l"
"1697",2006-02-16,"CEDEN-314SYN","Ammonia",0.94,"mg/l"
"1698",2006-02-16,"CEDEN-314SYN","Total dissolved solids",620,"mg/l"
"1699",2006-02-16,"CEDEN-314SYN","Nitrate",7.7,"mg/l"
"1700",2006-03-22,"CEDEN-314SYN","Total dissolved solids",190,"mg/l"
"1701",2006-03-22,"CEDEN-314SYN","Total dissolved solids",720,"mg/l"
"1702",2006-03-22,"CEDEN-314SYN","Total dissolved solids",920,"mg/l"
"1703",2006-03-22,"CEDEN-314SYN","Nitrate",1.5,"mg/l"
"1704",2006-04-11,"CEDEN-314SYN","Total dissolved solids",520,"mg/l"
"1705",2006-04-11,"CEDEN-314SYN","Nitrate",0.32,"mg/l"
"1706",2006-04-11,"CEDEN-314SYN","Ammonia",0.035,"mg/l"
"1707",2006-04-11,"CEDEN-314SYN","Total dissolved solids",650,"mg/l"
"1708",2006-04-11,"CEDEN-314SYN","Total dissolved solids",130,"mg/l"
"1709",2006-04-11,"CEDEN-314SYN","Ammonia",0.001083,"mg/l"
"1710",2006-05-16,"CEDEN-314SYN","Total dissolved solids",720,"mg/l"
"1711",2006-05-16,"CEDEN-314SYN","Total dissolved solids",200,"mg/l"
"1712",2006-05-16,"CEDEN-314SYN","Ammonia",0.02,"mg/l"
"1713",2006-05-16,"CEDEN-314SYN","Total dissolved solids",520,"mg/l"
"1714",2006-05-16,"CEDEN-314SYN","Nitrate",1,"mg/l"
"1715",2006-05-16,"CEDEN-314SYN","Ammonia",0.001383,"mg/l"
"1716",2006-06-13,"CEDEN-314SYN","Ammonia",0.004406,"mg/l"
"1717",2006-06-13,"CEDEN-314SYN","Total dissolved solids",770,"mg/l"
"1718",2006-06-13,"CEDEN-314SYN","Ammonia",0.11,"mg/l"
"1719",2006-06-13,"CEDEN-314SYN","Total dissolved solids",960,"mg/l"
"1720",2006-06-13,"CEDEN-314SYN","Nitrate",5.3,"mg/l"
"1721",2006-06-13,"CEDEN-314SYN","Total dissolved solids",190,"mg/l"
"1722",2006-07-11,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1723",2006-07-11,"CEDEN-314SYN","Nitrate",15,"mg/l"
"1724",2006-07-11,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1725",2006-07-11,"CEDEN-314SYN","Total dissolved solids",150,"mg/l"
"1726",2006-07-11,"CEDEN-314SYN","Ammonia",0.19,"mg/l"
"1727",2006-07-11,"CEDEN-314SYN","Ammonia",0.002652,"mg/l"
"1728",2006-08-10,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1729",2006-08-10,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"1730",2006-08-10,"CEDEN-314SYN","Total dissolved solids",170,"mg/l"
"1731",2006-08-10,"CEDEN-314SYN","Nitrate",16,"mg/l"
"1732",2006-08-10,"CEDEN-314SYN","Ammonia",0.02,"mg/l"
"1733",2006-08-10,"CEDEN-314SYN","Ammonia",0.001046,"mg/l"
"1734",2006-09-14,"CEDEN-314SYN","Total dissolved solids",920,"mg/l"
"1735",2006-09-14,"CEDEN-314SYN","Ammonia",0.038,"mg/l"
"1736",2006-09-14,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1737",2006-09-14,"CEDEN-314SYN","Total dissolved solids",210,"mg/l"
"1738",2006-09-14,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1739",2006-09-14,"CEDEN-314SYN","Ammonia",0.000336,"mg/l"
"1740",2006-10-12,"CEDEN-314SYN","Ammonia",0.000239,"mg/l"
"1741",2006-10-12,"CEDEN-314SYN","Ammonia",0.041,"mg/l"
"1742",2006-10-12,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1743",2006-10-12,"CEDEN-314SYN","Total dissolved solids",930,"mg/l"
"1744",2006-10-12,"CEDEN-314SYN","Nitrate",8.7,"mg/l"
"1745",2006-10-12,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1746",2006-11-02,"CEDEN-314SYN","Ammonia",0.068,"mg/l"
"1747",2006-11-02,"CEDEN-314SYN","Total dissolved solids",580,"mg/l"
"1748",2006-11-02,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1749",2006-11-02,"CEDEN-314SYN","Total dissolved solids",460,"mg/l"
"1750",2006-11-02,"CEDEN-314SYN","Total dissolved solids",120,"mg/l"
"1751",2006-11-02,"CEDEN-314SYN","Ammonia",0.000438,"mg/l"
"1752",2006-12-06,"CEDEN-314SYN","Ammonia",0.057,"mg/l"
"1753",2006-12-06,"CEDEN-314SYN","Total dissolved solids",180,"mg/l"
"1754",2006-12-06,"CEDEN-314SYN","Nitrate",15,"mg/l"
"1755",2006-12-06,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1756",2006-12-06,"CEDEN-314SYN","Total dissolved solids",980,"mg/l"
"1757",2006-12-06,"CEDEN-314SYN","Ammonia",0.000154,"mg/l"
"1758",2007-01-04,"CEDEN-314SYN","Ammonia",0.000917,"mg/l"
"1759",2007-01-04,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1760",2007-01-04,"CEDEN-314SYN","Ammonia",0.21,"mg/l"
"1761",2007-01-04,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1762",2007-01-04,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1763",2007-01-04,"CEDEN-314SYN","Total dissolved solids",970,"mg/l"
"1764",2007-02-07,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1765",2007-02-07,"CEDEN-314SYN","Nitrate",11,"mg/l"
"1766",2007-02-07,"CEDEN-314SYN","Ammonia",0.32,"mg/l"
"1767",2007-02-07,"CEDEN-314SYN","Total dissolved solids",970,"mg/l"
"1768",2007-02-07,"CEDEN-314SYN","Total dissolved solids",180,"mg/l"
"1769",2007-02-07,"CEDEN-314SYN","Ammonia",0.001192,"mg/l"
"1770",2007-03-26,"CEDEN-314SYN","Ammonia",0.001241,"mg/l"
"1771",2007-03-26,"CEDEN-314SYN","Ammonia",0.36,"mg/l"
"1772",2007-03-26,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1773",2007-03-26,"CEDEN-314SYN","Total dissolved solids",970,"mg/l"
"1774",2007-03-26,"CEDEN-314SYN","Nitrate",12,"mg/l"
"1775",2007-03-26,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1776",2007-04-19,"CEDEN-314SYN","Ammonia",0.000916,"mg/l"
"1777",2007-04-19,"CEDEN-314SYN","Nitrate",8.2,"mg/l"
"1778",2007-04-19,"CEDEN-314SYN","Ammonia",0.18,"mg/l"
"1779",2007-04-19,"CEDEN-314SYN","Total dissolved solids",1000,"mg/l"
"1780",2007-04-19,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1781",2007-04-19,"CEDEN-314SYN","Total dissolved solids",120,"mg/l"
"1782",2007-05-22,"CEDEN-314SYN","Ammonia",0.000746,"mg/l"
"1783",2007-05-22,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1784",2007-05-22,"CEDEN-314SYN","Total dissolved solids",180,"mg/l"
"1785",2007-05-22,"CEDEN-314SYN","Nitrate",3.6,"mg/l"
"1786",2007-05-22,"CEDEN-314SYN","Total dissolved solids",1300,"mg/l"
"1787",2007-05-22,"CEDEN-314SYN","Ammonia",0.18,"mg/l"
"1788",2007-06-28,"CEDEN-314SYN","Ammonia",5.7e-05,"mg/l"
"1789",2007-06-28,"CEDEN-314SYN","Total dissolved solids",190,"mg/l"
"1790",2007-06-28,"CEDEN-314SYN","Ammonia",0.02,"mg/l"
"1791",2007-06-28,"CEDEN-314SYN","Total dissolved solids",1300,"mg/l"
"1792",2007-06-28,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1793",2007-07-12,"CEDEN-314SYN","Ammonia",0.031,"mg/l"
"1794",2007-07-12,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1795",2007-07-12,"CEDEN-314SYN","Total dissolved solids",1400,"mg/l"
"1796",2007-07-12,"CEDEN-314SYN","Total dissolved solids",1500,"mg/l"
"1797",2007-07-12,"CEDEN-314SYN","Ammonia",0.000132,"mg/l"
"1798",2007-09-20,"CEDEN-314SYN","Ammonia",0.055,"mg/l"
"1799",2007-09-20,"CEDEN-314SYN","Total dissolved solids",1400,"mg/l"
"1800",2007-09-20,"CEDEN-314SYN","Total dissolved solids",300,"mg/l"
"1801",2007-09-20,"CEDEN-314SYN","Total dissolved solids",1700,"mg/l"
"1802",2007-09-20,"CEDEN-314SYN","Ammonia",0.000194,"mg/l"
"1803",2007-09-28,"CEDEN-314SYN","Total dissolved solids",1920,"mg/l"
"1804",2007-10-24,"CEDEN-314SYN","Total dissolved solids",1770,"mg/l"
"1805",2007-10-24,"CEDEN-314SYN","Ammonia",0.079,"mg/l"
"1806",2007-10-24,"CEDEN-314SYN","Total dissolved solids",1800,"mg/l"
"1807",2007-10-24,"CEDEN-314SYN","Total dissolved solids",1600,"mg/l"
"1808",2007-10-24,"CEDEN-314SYN","Ammonia",0.029,"mg/l"
"1809",2007-10-24,"CEDEN-314SYN","Total dissolved solids",270,"mg/l"
"1810",2007-10-24,"CEDEN-314SYN","Ammonia",0.000201,"mg/l"
"1811",2007-11-28,"CEDEN-314SYN","Total dissolved solids",1220,"mg/l"
"1812",2007-11-28,"CEDEN-314SYN","Ammonia",0.074,"mg/l"
"1813",2007-11-28,"CEDEN-314SYN","Total dissolved solids",1100,"mg/l"
"1814",2007-11-28,"CEDEN-314SYN","Total dissolved solids",1200,"mg/l"
"1815",2007-11-28,"CEDEN-314SYN","Total dissolved solids",160,"mg/l"
"1816",2007-11-28,"CEDEN-314SYN","Nitrate",6.9,"mg/l"
"1817",2007-11-28,"CEDEN-314SYN","Ammonia",0.03,"mg/l"
"1818",2007-11-28,"CEDEN-314SYN","Ammonia",0.000362,"mg/l"
"1819",2007-12-17,"CEDEN-314SYN","Total dissolved solids",1140,"mg/l"
"1820",2007-12-17,"CEDEN-314SYN","Ammonia",0.102,"mg/l"
"1821",2007-12-17,"CEDEN-314SYN","Ammonia",0.000539,"mg/l"
"1822",2008-01-24,"CEDEN-314SYN","Ammonia",0.094,"mg/l"
"1823",2008-01-24,"CEDEN-314SYN","Total dissolved solids",270,"mg/l"
"1824",2008-01-24,"CEDEN-314SYN","Ammonia",0.000896,"mg/l"
"1825",2008-01-31,"CEDEN-314SYN","Ammonia",0.003378,"mg/l"
"1826",2008-01-31,"CEDEN-314SYN","Total dissolved solids",630,"mg/l"
"1827",2008-01-31,"CEDEN-314SYN","Total dissolved solids",140,"mg/l"
"1828",2008-01-31,"CEDEN-314SYN","Total dissolved solids",490,"mg/l"
"1829",2008-01-31,"CEDEN-314SYN","Ammonia",0.2,"mg/l"
"1830",2008-01-31,"CEDEN-314SYN","Nitrate",1,"mg/l"
